关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
医护人员,5273152236030374,【#女孩心脏骤停杭州交警跪地心肺复苏20分钟救命#】近日，杭瑞高速临安互通，陶先生一家五口从安徽临泉老家出发去绍兴的高速路上，坐在后排的20岁女儿突发心脏骤停、呼吸停止。此时正在下班路上的交警葛慧娟和民警程国耀接到调度指令，火速抵达现场，立即拨通120急救电话并对患者实施心肺复苏。在狭窄 ...全文,,无,"https://f.video.weibocdn.com/o0/SQPPM1hYlx08vPq91tiE01041200ivLY0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731662&ssig=MFWN1TF9QN&KID=unistore,video",,Thu Mar 05 16:55:26 +0800 2026,浙江电视台教科影视频道《小强热线》栏目官方微博,15,1,3
医护人员,5273145834735843,我在微博看重庆 【为期4天！免费“两癌”筛查护航“她”健康】3月4日，在“三八”国际妇女节来临之际，区妇幼保健院医护团队走进渡舟卫生院，启动为期4天的免费“两癌”筛查及义诊活动，为辖区女性送上实实在在的健康关怀。活动现场，妇科、乳腺科医师及护理团队为参与筛查的女性提 ...全文,,https://wx3.sinaimg.cn/orj360/9f6d0053ly1iaw34bdyu7j20u00k5n3v.jpg,,,Thu Mar 05 16:30:00 +0800 2026,中国共产党重庆市长寿区委宣传部官方微博,13,10,2
医护人员,5273140680465550,深圳南山，清洁工李静霞正同往日一样骑车在上班的路上，在经过朗山路的时候，她看到一位男性躺在地上，而上面还压着一辆电动车。看到这个情况，李静霞没有多想就判断出对方遇到了问题，于是她连忙停车跑过去，挪开了压在对方身上的电动车。车子被挪走了，但对方人却陷入了昏迷、脸色已经发青，她赶紧动 ...全文,,"https://wx2.sinaimg.cn/orj360/006jx71bgy1iaw4yd2gmqj30cl0fbgm7.jpg,https://wx3.sinaimg.cn/orj360/006jx71bgy1iaw4yd8x0yj30fw0a9t9n.jpg,https://wx1.sinaimg.cn/orj360/006jx71bgy1iaw4yddifij30af0bmdgf.jpg,https://wx2.sinaimg.cn/orj360/006jx71bgy1iaw4ydhjfwj30cw0i8t9t.jpg",,,Thu Mar 05 16:09:31 +0800 2026,公益博主 微博2024最具影响力公益大V 微博公益合伙人 超话主持人（苏大强超话）,3,0,1
医护人员,5273133251825491,#云南昆明安宁# 【心脏“断片”不用慌！安宁市第一人民医院这场科普课教市民徒手“续命”】3月3日上午，由安宁市第一人民医院社工部联合医院科普团队举办的首期“门诊健康科普大讲堂”在金方院区开讲。安宁市急救中心主任王振州医师带着“救命技能”，手把手教学市民们徒手心肺复苏，让“按压+通气” ...全文,,https://wx2.sinaimg.cn/orj360/7d1f775cgy1iavvpk41enj20zk0npafm.jpg,,,Thu Mar 05 15:40:00 +0800 2026,安宁市委市政府官方微博,0,0,1
医护人员,5273129740143331,#情侣剧烈同房后女友黄体破裂险丧命#，#26岁女子与男友同房后下体流血不止#……四十年前，姑妈就是这种伤情……当时的医疗手段有限，医生最后只能采用剖腹探查的方式，结果——腹腔内大出血的巨大压力把手术室内的所有医护人员都变成了“血人”……姑妈的血压瞬间“归零”！关键时刻，邓棋元  ...全文,,https://wx3.sinaimg.cn/orj360/890c263dly1iaw3p2ymaaj20dw0imdir.jpg,,,Thu Mar 05 15:26:03 +0800 2026,公益博主 微博2019十大新锐军事大V 头条文章作者,3,1,2
医护人员,5273126960368471,#厚道甘肃##桥见黄河来见一面##幸福兰州# 【传承雷锋精神 守护邻里健康】3月4日，东岗西路街道新时代文明实践所联合中西医结合妇儿中心、康美齿科在兰海商贸城南门开展宣传义诊咨询服务活动，用实际行动践行“奉献、友爱、互助、进步”的志愿服务理念。活动现场，主办方设置的健康体检、专科咨询、口 ...全文,,https://wx2.sinaimg.cn/orj360/008tZk4mly1iavx1kbsoyj30lc0g0tll.jpg,,,Thu Mar 05 15:15:00 +0800 2026,中共兰州市委网络安全和信息化委员会办公室官方微博,6,0,8
医护人员,5271682331969522,女医生抢救溺水男孩遭到家属性别歧视，结局大快人心！#一分钟视频创作季##春节二创视频大赛# 韩一颖的微博视频 ,,无,"https://f.video.weibocdn.com/o0/Q1R1ZNv4lx08vIWYzs5i01041200FcMn0E010.mp4?label=mp4_hd&template=612x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731682&ssig=LkttzY0rBd&KID=unistore,video",,Sun Mar 01 15:34:34 +0800 2026,动感弦上技术 摄像师,46,1,8
医护人员,5273122363411597,#乌车资讯# 王钰红，乌海西客运车间管理人员。2月27日17时30分，车站接到K1517次列车求助，一名旅客突发疾病需下车救治。王钰红闻讯后立即取来轮椅，协同客运值班员在列车到达后快速完成旅客交接，同时联系公安及120等待救援。救护车抵达后，她组织专人协助医护人员将患病旅客安全转运至救护车。因送医 ...全文,,https://wx4.sinaimg.cn/orj360/a62952dcly1iaw2ube89yj21r80zkk1c.jpg,,,Thu Mar 05 14:56:44 +0800 2026,呼和浩特铁路局乌海车务段官方微博,1,0,1
医护人员,5273119442862704,【#未满月男婴感染百日咳医生换血救命#】新生儿的平安降生，本是全家最喜悦的时刻。可一名还未满月的宝宝，却突然频繁咳嗽，很快发展到呼吸困难。送医后确诊为百日咳，病情急剧恶化，多器官受损！危急时刻，泉州医护人员果断采用换血疗法，与死神赛跑，最终成功将宝宝从死亡线上拉回。医生提醒：接种疫 ...全文,,无,,,Thu Mar 05 14:45:07 +0800 2026,海峡都市报官方微博,5,5,5
医护人员,5273118508845085,你看看又扯上红b了，搞得像我体量多大一样我的fo都是buy的我的阅读量都是蹭热搜蹭的，你放过这个裤衩呗。顺便给大家看一下700w的鹿哈 ,,https://wx2.sinaimg.cn/orj360/0073T9Bely1iaw2eemy3lj30u010178s.jpg,,,Thu Mar 05 14:41:25 +0800 2026,娱乐博主,7,0,3
医护人员,5273117867377340,【“醉”卧花坛幸遇交警 新化街头暖心一幕】#交警正能量# 3月5日上午10时许，娄底新化交警在执行日常巡逻任务时，途经人民医院路口，发现一名男子躺在路边花坛旁。队员立即下车查看，刚走近便闻到一股浓烈的酒气，男子处于昏睡状态，任凭交警如何呼唤都没有反应。情况紧急，交警一边拨打120急救电话， ...全文,,"https://wx3.sinaimg.cn/orj360/79dbbc55gy1iaw2ebdqcij215b0tzwur.jpg,https://wx2.sinaimg.cn/orj360/79dbbc55gy1iaw2aam26mj21hb0u0tr8.jpg",,,Thu Mar 05 14:38:52 +0800 2026,湖南省娄底市公安局交通警察支队,1,5,1
医护人员,5273076438667291,喜剧美剧《圣丹尼斯医院》，第二季双语字幕更新第13集，+第一季剧情简介：《办公室》版格蕾，剧集以俄勒冈州一家资金短缺、人员匮乏的医院为背景，通过医护团队在医疗资源有限的情况下救治病患的日常，展现其职业坚守与心理调适的双重挑战。作品以喜剧表现形式，刻画高压医疗环境中角色 ...全文,,无,"https://f.video.weibocdn.com/u0/OS0L47zTgx08vP5rl8eA0104120070Je0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731690&ssig=14KTOzYaTE&KID=unistore,video",,Thu Mar 05 11:54:15 +0800 2026,电视剧博主,33,0,4
医护人员,5273108086522257,37周双胎平安降生伊川！近日，当千家万户还沉浸在春节的喜庆氛围中，在洛阳仁大医院的手术室里，随着一声清脆的啼哭，紧接着又是一声呼应般的嘹亮嗓音——一对双胞胎小姐妹，在迎春接福的日子里顺利降生。此起彼伏的稚嫩哭声，仿佛是这个新年最动听的乐曲，换来了宝妈含泪的微笑，也抚慰了在场每一位 ...全文,,"https://wx4.sinaimg.cn/orj360/008gJLxEly1iav4id1navj31aa0q17gx.jpg,https://wx1.sinaimg.cn/orj360/008gJLxEly1iav4id19mbj31b90qltot.jpg",,,Thu Mar 05 14:00:00 +0800 2026,伊川县融媒体中心官方微博,27,0,4
医护人员,5273106289787453,#25岁小伙糖尿病进ICU抢救17天#【#糖尿病小伙被救回送医护圆珠笔花束#】近日，海南医科大学第一附属医院重症医学科的护士站出现了一捧不一样的花束——圆珠笔花束每支圆珠笔上都刻有科室医护人员的名字，这份走心的礼物来自一名刚从生死边缘回归正常生活的25岁糖尿病小伙。2025年12月，25岁的薛先生因 ...全文,,无,"https://f.video.weibocdn.com/o0/453x210blx08vOSoCGSc01041200aR3b0E010.mp4?label=mp4_hd&template=540x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731690&ssig=7T1Du7WIN9&KID=unistore,video",,Thu Mar 05 13:52:52 +0800 2026,新晚报官方微博,0,0,1
医护人员,5272757938161208,#建议高速年度免费通行3000公里#最近看到两会期间有人提出一个很有意思的建议：把现在“节假日集中高速免费”的方式，改成“每辆车每年3000公里免费通行”。我认真看了一下讨论，反而越来越觉得，这个方向是对的，而且比现在的制度更公平、更理性。现在的节假日免费，其实大家都有感受——一到春节、 ...全文,,无,,,Wed Mar 04 14:48:38 +0800 2026,汽车博主,548,14,48
医护人员,5273098356262875,"#老外在义乌坐月子真香现场#巴基斯坦妈妈Aaiza Gul在义乌浙大四院首次尝试中国式坐月子，第一次尝试中药调理直呼中药""像茶一样好喝""！医护人员手把手教喂奶、包襁褓，宝爸全程参与宝宝护理。网友：原来""坐月子""才是文化输出的顶流！金华磊哥的微博视频 ",,无,"https://f.video.weibocdn.com/o0/Rk8PD7enlx08vOXtnqxy01041200bCLJ0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731692&ssig=qv6mIXR2H2&KID=unistore,video",,Thu Mar 05 13:21:20 +0800 2026,本地资讯博主（金华）,0,0,1
医护人员,5273097691465645,手术室里的人文之光在大多数人的印象中，手术室是一个神秘而冰冷的地方。患者独自躺在转运床上，被身着手术服、口罩帽子遮面的医护人员推进推出。门开合之间，目光所及是空旷的走廊与冷色调的装饰，耳边回响着设备运转的机械声……然而，苏州高新区人民医院的手术室里却有一片温暖如春的天地。术前 ...全文,,https://wx2.sinaimg.cn/orj360/a94b1a1egy1iaw00m4m39j20o40w6qms.jpg,,,Thu Mar 05 13:18:42 +0800 2026,苏州高新区人民医院官方微博,0,0,1
医护人员,5273093276434626,昨天做的台手术 是17岁的女生醒过来后说 等她好了要给我们买糖吃 ,,无,,,Thu Mar 05 13:01:08 +0800 2026,超话主持人（郭敬明超话） 微博原创视频博主 微博VLOG博主,0,0,1
医护人员,5273084968044530,#每日一餐分享#为了接生意，病房里就吵起来了#沙雕日常##高手在民间##皮一下很开心# 长安万里行的微博视频 ,,无,"https://f.video.weibocdn.com/o0/cFheM71wlx08vP7LEqHe010412004Ip70E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731692&ssig=c4vUCQw7s4&KID=unistore,video",,Thu Mar 05 12:28:08 +0800 2026,超话主持人（中国平安保险超话）,1,0,1
医护人员,5273009939546422,昨天我体检抽静脉血的时候，其实我心里很害怕，我是怕打针的，有多害怕呢？我给我的患者扎针或者有创操作时有多大力度的安慰和鼓励，我就有多害怕。 ,,https://wx3.sinaimg.cn/orj360/0065K59Aly1iav7rt2ubrj32dc35sx6p.jpg,,,Thu Mar 05 07:30:00 +0800 2026,健康博主 超话粉丝大咖（趣味话医学超话）,45,1,21
医护人员,5272813059179514,我36岁了，但从昨天踏进住院部开始每个试图安抚我的医护都喊我妹妹，妹妹不要怕，妹妹别紧张，感觉好暖。这是上海区级医院的特有福利吗？ ,,无,,,Wed Mar 04 18:27:40 +0800 2026,前 沪江网校人气日语老师 教育博主 头条文章作者,136,0,44
医护人员,5273079401155714,话术是真学不来。情商这东西天生无缘了 风华影视圈的微博视频  ,,无,"https://f.video.weibocdn.com/o0/cyoTSkCZlx08vP6oFh7q01041200h3Ji0E010.mp4?label=mp4_ld&template=576x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731693&ssig=HmE2DmeMEw&KID=unistore,video",,Thu Mar 05 12:06:01 +0800 2026,电影博主,3,0,1
医护人员,5273064661323917,#白发母亲带儿出院被塞200元后无声哭泣#【白发母亲收到医生200元爱心款后泪目，这一幕感动无数网友，当事医生回应】#给白发母亲塞200元当事医生发声##六旬母亲带脑瘫儿出院医生塞来200元#60岁的母亲扛着24岁的脑瘫儿子一路闯过生死关卡，出院时一名医生塞给她200元，她竟掩面泣不成声，这是2月14日发生 ...全文,,无,"https://f.video.weibocdn.com/o0/x3HmmBWFlx08vP2eFSyQ01041200377t0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1Cx9YB1mmR49jS&Expires=1772731678&ssig=fKs01nYamX&KID=unistore,video",,Thu Mar 05 11:07:27 +0800 2026,楚天都市报极目新闻官方微博,965,66,77
医护人员,5273061463163665,写写写写写写病历… ,,https://wx2.sinaimg.cn/orj360/006vzyf1gy1iavvu5adhuj30u0140gt6.jpg,,,Thu Mar 05 10:54:44 +0800 2026,iPhone客户端,1,0,1
医护人员,5273059680586270,一旦进去了就代表不会再有奇迹发生了 #微博兴趣创作计划# 旧事書的微博视频 ,,无,"https://f.video.weibocdn.com/o0/GQ23jVSMlx08vP0RS7t601041200fP4F0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731694&ssig=HH91GkaNi7&KID=unistore,video",,Thu Mar 05 10:47:39 +0800 2026,定安诗社 诗人,4,0,4
医护人员,5273056455164025,#老外在义乌坐月子真香现场#【跨国坐月子体验：巴基斯坦妈妈爱上中国式“闭关”】   谁说坐月子只能喝鸡汤？巴基斯坦宝妈在义乌尝遍中药调理，直呼味道好极了！从手足无措到从容带娃，医护人员的贴心指导让这对跨国夫妇轻松上阵。网友：原来这才是真正的“国际化”！#老外在义乌坐月子真香现场# ,,"https://wx1.sinaimg.cn/orj360/007fw7hegy1iavv9w4bxzj310o27oqv5.jpg,https://wx4.sinaimg.cn/orj360/007fw7hegy1iavv9uw4qoj310o27okjl.jpg,https://wx2.sinaimg.cn/orj360/007fw7hegy1iavv9xcxy7j310o27okjl.jpg,https://wx2.sinaimg.cn/orj360/007fw7hegy1iavv9yk38bj310o27okjl.jpg,https://wx2.sinaimg.cn/orj360/007fw7hegy1iavv9zst9sj310o27oe81.jpg,https://wx4.sinaimg.cn/orj360/007fw7hegy1iavva12mcoj310o27ob29.jpg,https://wx2.sinaimg.cn/orj360/007fw7hegy1iavva2579dj310o27ohdt.jpg,https://wx2.sinaimg.cn/orj360/007fw7hegy1iavva3ebx7j310o27okjl.jpg,https://wx3.sinaimg.cn/orj360/007fw7hegy1iavva4cjhqj310o27ob29.jpg",,,Thu Mar 05 10:34:49 +0800 2026,iPhone客户端,5,5,5
医护人员,5272903823130670,卡着下班的点来病人…好不容易安顿好了。你跟我说转院？！… ,,无,,,Thu Mar 05 00:28:19 +0800 2026,动漫博主,1,0,3
医护人员,5272528471727610,#温心的一天# 📅2026.3.3｜三八晚会表演🎭.🌷由于工作后的日常有些周而复始，因此打算之后在微博上记录一些特别的时刻！！.🌷 复工后的第一项重大工作是代表京东家政的工作人员，参加北京卫视3.8晚会的表演🥰！！ 这两天都在密集彩排，最终在今天完成了录制～～3月8日会在北京卫视生活频 ...全文,,"https://wx4.sinaimg.cn/orj360/e73c3d57ly1iau5zpq3onj22bc3344qq.jpg,https://wx3.sinaimg.cn/orj360/e73c3d57ly1iau5zo5zgsj22bc3347wk.jpg,https://wx1.sinaimg.cn/orj360/e73c3d57ly1iau6ds9axrj220830c1kz.jpg,https://wx2.sinaimg.cn/orj360/e73c3d57ly1iau5zu56jwj21qi3341ky.jpg,https://wx3.sinaimg.cn/orj360/e73c3d57ly1iau5zssfodj22bc334qv6.jpg,https://wx3.sinaimg.cn/orj360/e73c3d57ly1iau5zq5jxpj21401hce4x.jpg,https://wx4.sinaimg.cn/orj360/e73c3d57ly1iau5zqzv0jj2334334npe.jpg,https://wx1.sinaimg.cn/orj360/e73c3d57ly1iau6duxgecj2334334e83.jpg,https://wx3.sinaimg.cn/orj360/e73c3d57ly1iau6dt56v3j227y3y5e83.jpg",,,Tue Mar 03 23:36:49 +0800 2026,iPhone 14 Pro,54,0,15
医护人员,5272720105538525,【提升用卡体验！#重庆全面推行社保卡在医卫领域应用#】3月3日，重庆市人力资源和社会保障局发布《关于在医疗卫生领域推行使用社会保障卡的通知》（以下简称通知）。#重庆就医购药可使用社保卡啦##中国式民生为大的重庆温度# 通知称，为深入贯彻落实《重庆市推行社会保障卡“一卡通”改革实施方案》 ...全文,,https://wx3.sinaimg.cn/orj360/8bdbcce4gy1iausng5ia0j20rs0fyjvl.jpg,,,Wed Mar 04 12:18:18 +0800 2026,重庆三峡融媒体中心官方微博,91,81,8
医护人员,5272883591119239,女子推着母亲横穿马路，不料被一辆疾驰而来的轿车撞飞数米远，虽然司机第一时间急打了方向盘，可还是没能让推轮椅的女子躲掉致命一击 天生omega的微博视频 ,,无,"https://f.video.weibocdn.com/o0/UMv4SnpXlx08vOeOBDy001041200kyQd0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731714&ssig=SbC4J91TM4&KID=unistore,video",,Wed Mar 04 23:07:56 +0800 2026,美食博主,28,0,4
医护人员,5272877142119315,突然想起来今天跟妈妈一起去打针。然后护士姐姐医生都很温柔很好，又见到了之前的医生哈哈哈。很细致地关心我，询问情况，是温柔善良的人。我说春节想挂他的号没挂上。哈哈哈没想到今天碰到了。他说没关系，春节会有医生的，他们科都在，谁看诊都一样，都是认真负责的好医生。连护士姐姐也非常温柔。 ...全文,,https://wx1.sinaimg.cn/orj360/005FUkIBgy1iavajlr5v1j30u015442z.jpg,,,Wed Mar 04 22:42:19 +0800 2026,Android,1,0,2
医护人员,5272873883147475,李易峰202003 《南都娱乐周刊》（坚持自己 不负被喜欢）+ 网页链接 @李易峰 @一个为嘛哥 李易峰#李易峰2025绿海之约# ,,"https://wx4.sinaimg.cn/orj360/006E1EjMly1iavaa6h2i1j31hc0u0glv.jpg,https://wx1.sinaimg.cn/orj360/006E1EjMly1iavaaawno0j31hc0u0q38.jpg","https://f.video.weibocdn.com/o0/arKHcA4dlx08vOcapcxq01041200BzZG0E010.mp4?label=mp4_ld&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731714&ssig=cw5RnUKGa%2B&KID=unistore,video",,Wed Mar 04 22:29:22 +0800 2026,超话粉丝钻咖（李易峰超话）,4,7,2
